G2450L4T22-0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,3,0,0,2,0,0,0,2,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4//
G1251L4T23-1,0,0,0,0,0,0,3,0,0,4,0,1,0,3,4,2,0,0,0,0,1,0,3,0,0,0,3,0,2,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,1,2,0,0,4,0,0//
G1252L4T19-0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,4,1,0//
G1747L4T21-0,2,0,3,0,2,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,3,0,0,0,1,0,1,0,3,0,0,2,0,0//
G1822L4T26-4,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,3,1,0,0,0,0,0,4,0,0,2,3,0,1,0,4,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,4,2,0,0,0,2,0,3//
G2086L4T21-0,0,0,4,0,0,0,0,0,0,4,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,0,1,1,2,0,1,1,0,0,0,0,0,0//
G1257L4T25-0,0,0,0,0,0,0,0,0,3,4,0,2,1,0,2,2,0,0,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,2//
G1258L4T22-0,0,0,1,0,0,0,0,4,4,0,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,2,4,0,0,2//
G2292L4T22-4,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,2,3,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,3,3,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0//
G1695L4T18-0,1,4,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4//
